"Balanszijde","Instrument","Stroomtype","LooptijdOorspronkelijk","RenteVastPeriode","Periode ","waarde"
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2020-08",1.82
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2020-09",1.81
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2020-10",1.76
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2020-11",1.76
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2020-12",1.73
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2021-01",1.66
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2021-02",1.63
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2021-03",1.61
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2021-04",1.6
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2021-05",1.59
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2021-06",1.58
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2021-07",1.62
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2021-08",1.61
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2021-09",1.58
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2021-10",1.64
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2021-11",1.63
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2021-12",1.65
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2022-01",1.65
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2022-02",1.67
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2022-03",1.71
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2022-04",1.78
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2022-05",1.95
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2022-06",2.2
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2022-07",2.46
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2022-08",2.7
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2003-01",5.6
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2003-02",5.47
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2003-03",5.46
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2003-04",5.36
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2003-05",5.35
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2003-06",5.2
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2003-07",5.08
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2003-08",5.08
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2003-09",5.14
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2003-10",5.2
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2003-11",5.29
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2003-12",5.19
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2004-01",5.32
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2004-02",5.33
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2004-03",5.22
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2004-04",5.2
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2004-05",5.22
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2004-06",5.11
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2004-07",5.1
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2004-08",5.12
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2004-09",5.09
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2004-10",5.12
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2004-11",5
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2004-12",4.89
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2005-01",4.81
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2005-02",4.75
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2005-03",4.7
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2005-04",4.66
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2005-05",4.66
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2005-06",4.52
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2005-07",4.4
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2005-08",4.35
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2005-09",4.29
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2005-10",4.25
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2005-11",4.1
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2005-12",4.17
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2006-01",4.23
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2006-02",4.28
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2006-03",4.33
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2006-04",4.47
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2006-05",4.47
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2006-06",4.55
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2006-07",4.64
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2006-08",4.71
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2006-09",4.75
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2006-10",4.73
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2006-11",4.72
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2006-12",4.7
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2007-01",4.69
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2007-02",4.72
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2007-03",4.76
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2007-04",4.81
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2007-05",4.84
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2007-06",4.9
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2007-07",4.96
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2007-08",5.1
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2007-09",5.19
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2007-10",5.24
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2007-11",5.28
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2007-12",5.3
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2008-01",5.31
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2008-02",5.28
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2008-03",5.25
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2008-04",5.25
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2008-05",5.25
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2008-06",5.29
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2008-07",5.37
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2008-08",5.5
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2008-09",5.51
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2008-10",5.59
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2008-11",5.62
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2008-12",5.59
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2009-01",5.48
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2009-02",5.48
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2009-03",5.42
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2009-04",5.38
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2009-05",5.33
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2009-06",5.39
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2009-07",5.4
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2009-08",5.29
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2009-09",5.24
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2009-10",5.21
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2009-11",5.26
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2009-12",5.3
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2010-01",5.2
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2010-02",5.2
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2010-03",5.25
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2010-04",5.22
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2010-05",5.18
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2010-06",5.12
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2010-07",5.07
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2010-08",5.01
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2010-09",4.94
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2010-10",4.9
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2010-11",4.86
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2010-12",4.86
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2011-01",4.85
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2011-02",4.92
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2011-03",5.02
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2011-04",5.11
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2011-05",5.19
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2011-06",5.21
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2011-07",5.21
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2011-08",5.18
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2011-09",5.14
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2011-10",5.06
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2011-11",5.11
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2011-12",5.08
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2012-01",5.09
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2012-02",5.11
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2012-03",5.11
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2012-04",5.05
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2012-05",5.08
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2012-06",5.03
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2012-07",5.01
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2012-08",5.04
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2012-09",5.06
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2012-10",5.08
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2012-11",5.05
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2012-12",5.02
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2013-01",5.04
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2013-02",5.03
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2013-03",4.95
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2013-04",4.9
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2013-05",4.92
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2013-06",4.93
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2013-07",4.91
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2013-08",4.86
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2013-09",4.82
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2013-10",4.84
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2013-11",4.77
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2013-12",4.74
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2014-01",4.77
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2014-02",4.67
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2014-03",4.63
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2014-04",4.71
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2014-05",4.58
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2014-06",4.51
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2014-07",4.33
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2014-08",4.16
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2014-09",4.01
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2014-10",3.97
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2014-11",3.87
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2014-12",3.82
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2015-01",3.88
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2015-02",3.79
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2015-03",3.67
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2015-04",3.49
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2015-05",3.36
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2015-06",3.29
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2015-07",3.23
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2015-08",3.25
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2015-09",3.28
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2015-10",3.32
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2015-11",3.31
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2015-12",3.21
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2016-01",3.27
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2016-02",3.21
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2016-03",3.08
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2016-04",3.09
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2016-05",3.07
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2016-06",3.04
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2016-07",3.07
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2016-08",3.05
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2016-09",2.98
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2016-10",2.92
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2016-11",2.92
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2016-12",2.87
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2017-01",2.81
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2017-02",2.85
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2017-03",2.88
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2017-04",2.86
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2017-05",2.9
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2017-06",2.94
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2017-07",3
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2017-08",3
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2017-09",3.01
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2017-10",3.03
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2017-11",3
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2017-12",2.96
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2018-01",2.89
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2018-02",2.92
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2018-03",2.89
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2018-04",2.88
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2018-05",2.84
"Activa ","Woninghypotheken - Totaal ","Nieuwe contracten ","Totaal ","> 10 jaar * ","2018-06",2.86
